Time,室内 TSP,室内 PM2.5,户外 TSP,户外 PM2.5,环境 PM2.5,室内 CO2,室内 NH3,室内 RH,室内 T,,,,
2021-01-01 12:00:00,96.6 ,88.3 ,91.0 ,77.7 ,60.0 ,701.3 ,0.4 ,26.7 ,2.9 ,,,,
2021-01-01 13:00:00,77.6 ,69.1 ,77.9 ,63.9 ,48.0 ,681.5 ,0.1 ,21.7 ,4.6 ,,,,
2021-01-01 15:00:00,94.8 ,60.0 ,72.9 ,54.3 ,44.0 ,615.5 ,0.0 ,18.5 ,3.3 ,,,,
2021-01-01 16:00:00,104.2 ,62.0 ,82.7 ,58.7 ,44.0 ,683.2 ,0.1 ,20.7 ,2.2 ,,,,
2021-01-01 17:00:00,211.3 ,68.7 ,95.4 ,64.6 ,41.0 ,903.5 ,0.7 ,31.3 ,0.1 ,,,,
2021-01-01 18:00:00,319.7 ,100.0 ,97.7 ,70.1 ,49.0 ,1004.3 ,1.4 ,47.5 ,-1.4 ,,,,
2021-01-01 19:00:00,196.4 ,108.4 ,117.3 ,82.2 ,54.0 ,988.0 ,1.7 ,47.2 ,-2.2 ,,,,
2021-01-01 20:00:00,165.2 ,113.3 ,121.6 ,95.3 ,58.0 ,919.8 ,1.7 ,57.1 ,-3.2 ,,,,
2021-01-01 21:00:00,141.2 ,119.4 ,104.5 ,100.2 ,51.0 ,912.3 ,1.7 ,57.3 ,-4.1 ,,,,
2021-01-01 22:00:00,111.8 ,110.8 ,116.0 ,102.9 ,50.0 ,863.5 ,1.7 ,63.9 ,-4.6 ,,,,
2021-01-02 03:00:00,69.8 ,57.9 ,47.0 ,58.0 ,32.0 ,645.2 ,0.9 ,73.1 ,-6.9 ,,,,
2021-01-02 16:00:00,138.9 ,108.0 ,132.0 ,101.8 ,69.0 ,712.2 ,0.3 ,49.1 ,2.3 ,,,,
2021-01-02 17:00:00,129.0 ,106.5 ,142.4 ,102.8 ,73.0 ,848.0 ,0.6 ,54.1 ,0.7 ,,,,
2021-01-02 18:00:00,133.3 ,120.2 ,243.0 ,118.7 ,68.0 ,881.0 ,1.0 ,60.7 ,-0.4 ,,,,
2021-01-02 23:00:00,166.4 ,206.4 ,212.0 ,191.2 ,70.0 ,834.5 ,0.8 ,67.3 ,-4.2 ,,,,
2021-01-04 16:00:00,44.6 ,16.0 ,18.0 ,7.7 ,3.0 ,556.3 ,0.1 ,23.4 ,0.3 ,,,,
2021-01-04 19:00:00,65.9 ,16.1 ,33.1 ,11.4 ,17.0 ,762.2 ,0.6 ,34.7 ,-2.6 ,,,,
2021-01-04 20:00:00,46.0 ,9.4 ,25.3 ,9.4 ,16.0 ,752.5 ,0.6 ,28.8 ,-2.7 ,,,,
2021-01-04 21:00:00,29.9 ,5.8 ,12.2 ,6.9 ,11.0 ,659.3 ,0.4 ,25.3 ,-3.3 ,,,,
2021-01-04 22:00:00,25.1 ,5.2 ,11.0 ,6.7 ,14.0 ,613.2 ,0.2 ,22.9 ,-4.1 ,,,,
2021-01-04 23:00:00,24.2 ,6.1 ,11.6 ,7.3 ,11.0 ,642.8 ,0.3 ,28.2 ,-4.6 ,,,,
2021-01-05 01:00:00,22.0 ,6.4 ,10.8 ,6.8 ,13.0 ,704.0 ,0.5 ,32.7 ,-5.6 ,,,,
2021-01-05 02:00:00,22.1 ,6.0 ,10.9 ,6.2 ,12.0 ,672.0 ,0.5 ,32.2 ,-6.5 ,,,,
2021-01-05 04:00:00,28.4 ,2.7 ,11.8 ,3.3 ,14.0 ,760.8 ,0.7 ,38.8 ,-6.7 ,,,,
2021-01-05 05:00:00,22.3 ,2.9 ,10.0 ,3.7 ,8.0 ,678.2 ,0.5 ,33.4 ,-7.6 ,,,,
2021-01-05 06:00:00,15.9 ,3.0 ,7.5 ,3.6 ,4.0 ,642.0 ,0.4 ,35.2 ,-8.1 ,,,,
2021-01-05 07:00:00,99.3 ,8.0 ,13.1 ,5.3 ,20.0 ,608.5 ,0.4 ,28.9 ,-9.2 ,,,,
2021-01-05 08:00:00,114.7 ,20.0 ,32.7 ,8.2 ,10.0 ,526.0 ,0.6 ,28.4 ,-7.5 ,,,,
2021-01-05 10:00:00,38.1 ,8.3 ,21.0 ,9.3 ,5.0 ,556.7 ,0.4 ,22.4 ,-1.7 ,,,,
2021-01-05 11:00:00,39.1 ,5.6 ,25.1 ,6.6 ,8.0 ,556.2 ,0.3 ,23.7 ,-0.1 ,,,,
2021-01-05 12:00:00,33.4 ,5.4 ,24.6 ,6.1 ,12.0 ,526.0 ,0.2 ,20.6 ,0.2 ,,,,
2021-01-05 14:00:00,33.0 ,6.3 ,27.2 ,7.1 ,14.0 ,507.8 ,0.1 ,19.2 ,0.4 ,,,,
2021-01-05 15:00:00,46.2 ,10.8 ,26.2 ,8.0 ,4.0 ,519.2 ,0.0 ,18.9 ,-0.4 ,,,,
2021-01-05 16:00:00,59.7 ,17.8 ,37.0 ,12.8 ,13.0 ,493.0 ,0.1 ,19.5 ,-0.6 ,,,,
2021-01-05 17:00:00,110.4 ,23.2 ,58.2 ,17.7 ,5.0 ,769.0 ,0.4 ,34.5 ,-2.9 ,,,,
2021-01-05 18:00:00,220.0 ,51.4 ,113.2 ,32.2 ,13.0 ,889.0 ,0.9 ,40.7 ,-3.6 ,,,,
2021-01-05 19:00:00,140.9 ,84.1 ,125.6 ,60.4 ,10.0 ,676.7 ,0.6 ,32.5 ,-4.6 ,,,,
2021-01-05 20:00:00,117.8 ,103.5 ,119.4 ,84.8 ,18.0 ,616.2 ,0.4 ,33.4 ,-5.3 ,,,,
2021-01-05 21:00:00,102.4 ,95.6 ,105.4 ,85.7 ,29.0 ,596.7 ,0.3 ,33.3 ,-6.0 ,,,,
2021-01-05 22:00:00,72.6 ,66.2 ,65.1 ,57.6 ,34.0 ,542.6 ,0.2 ,31.6 ,-6.6 ,,,,
2021-01-05 23:00:00,61.0 ,48.9 ,56.8 ,46.2 ,14.0 ,530.3 ,0.2 ,30.7 ,-6.7 ,,,,
2021-01-06 00:00:00,63.9 ,50.2 ,59.4 ,41.9 ,14.0 ,530.8 ,0.2 ,35.2 ,-7.0 ,,,,
2021-01-06 01:00:00,62.7 ,59.2 ,51.7 ,46.1 ,24.0 ,703.3 ,0.5 ,40.9 ,-6.6 ,,,,
2021-01-06 02:00:00,71.6 ,62.7 ,72.3 ,48.6 ,31.0 ,698.0 ,0.7 ,44.8 ,-7.1 ,,,,
2021-01-06 04:00:00,97.1 ,84.0 ,73.6 ,58.7 ,23.0 ,678.0 ,0.9 ,53.6 ,-8.2 ,,,,
2021-01-06 05:00:00,78.5 ,45.8 ,53.2 ,34.0 ,39.0 ,688.7 ,1.0 ,49.0 ,-7.2 ,,,,
2021-01-06 06:00:00,204.5 ,8.7 ,148.6 ,9.7 ,34.0 ,597.0 ,0.6 ,32.6 ,-6.7 ,,,,
2021-01-06 11:00:00,72.6 ,8.2 ,84.6 ,9.8 ,14.0 ,529.0 ,0.0 ,17.3 ,-7.9 ,,,,
2021-01-06 12:00:00,56.4 ,9.0 ,72.4 ,9.5 ,8.0 ,530.2 ,0.0 ,16.8 ,-7.9 ,,,,
2021-01-06 15:00:00,147.7 ,13.6 ,250.2 ,12.3 ,7.0 ,529.2 ,0.0 ,18.0 ,-10.0 ,,,,
2021-01-06 16:00:00,146.0 ,11.8 ,131.6 ,10.8 ,16.0 ,531.2 ,0.0 ,17.4 ,-12.3 ,,,,
2021-01-06 21:00:00,38.3 ,5.9 ,49.6 ,5.9 ,15.0 ,550.3 ,0.0 ,24.9 ,-18.0 ,,,,
2021-01-06 22:00:00,27.4 ,5.1 ,38.1 ,5.5 ,23.0 ,545.5 ,0.0 ,24.0 ,-18.0 ,,,,
2021-01-06 23:00:00,20.3 ,5.0 ,17.5 ,4.5 ,16.0 ,546.3 ,0.0 ,26.1 ,-18.5 ,,,,
2021-01-07 00:00:00,14.3 ,4.4 ,13.6 ,4.2 ,15.0 ,506.8 ,0.0 ,26.3 ,-18.8 ,,,,
2021-01-07 01:00:00,15.1 ,4.7 ,10.0 ,4.1 ,9.0 ,584.7 ,0.0 ,31.0 ,-18.4 ,,,,
2021-01-07 03:00:00,14.5 ,8.4 ,11.2 ,6.9 ,5.0 ,596.5 ,0.0 ,34.3 ,-18.1 ,,,,
2021-01-07 05:00:00,17.4 ,7.3 ,12.5 ,5.1 ,11.0 ,541.0 ,0.0 ,32.5 ,-19.2 ,,,,
2021-01-07 06:00:00,20.3 ,9.5 ,14.4 ,5.7 ,4.0 ,578.0 ,0.0 ,37.4 ,-19.3 ,,,,
2021-01-07 09:00:00,26.5 ,21.9 ,34.6 ,20.5 ,9.0 ,528.2 ,0.0 ,21.1 ,-17.8 ,,,,
2021-01-07 10:00:00,36.3 ,26.1 ,45.4 ,27.5 ,16.0 ,540.8 ,0.0 ,19.8 ,-14.8 ,,,,
2021-01-07 11:00:00,41.2 ,27.8 ,40.3 ,29.5 ,5.0 ,578.0 ,0.1 ,19.3 ,-11.5 ,,,,
2021-01-07 12:00:00,44.0 ,25.3 ,32.1 ,24.0 ,25.0 ,564.2 ,0.3 ,20.2 ,-8.6 ,,,,
2021-01-07 13:00:00,40.3 ,13.7 ,28.3 ,13.6 ,18.0 ,567.8 ,0.4 ,20.3 ,-6.9 ,,,,
2021-01-07 14:00:00,40.6 ,14.9 ,33.0 ,14.2 ,13.0 ,558.7 ,0.4 ,20.5 ,-6.2 ,,,,
2021-01-07 16:00:00,53.4 ,16.9 ,38.9 ,15.4 ,22.0 ,497.3 ,0.2 ,20.2 ,-6.9 ,,,,
2021-01-07 17:00:00,50.9 ,22.3 ,39.8 ,22.9 ,33.0 ,569.2 ,0.2 ,29.4 ,-8.7 ,,,,
2021-01-07 18:00:00,54.1 ,36.6 ,44.9 ,32.5 ,28.0 ,622.0 ,0.2 ,33.6 ,-9.3 ,,,,
2021-01-07 19:00:00,65.6 ,28.0 ,34.7 ,15.5 ,17.0 ,653.8 ,0.3 ,36.1 ,-9.3 ,,,,
2021-01-07 20:00:00,52.4 ,18.0 ,34.2 ,12.9 ,6.0 ,674.8 ,0.4 ,37.3 ,-9.4 ,,,,
2021-01-07 23:00:00,41.3 ,14.6 ,21.4 ,10.0 ,7.0 ,666.3 ,0.3 ,43.6 ,-11.2 ,,,,
2021-01-08 00:00:00,44.1 ,11.4 ,20.5 ,8.4 ,22.0 ,643.7 ,0.3 ,44.1 ,-12.7 ,,,,
2021-01-08 01:00:00,36.6 ,10.4 ,21.1 ,7.5 ,22.0 ,689.7 ,0.3 ,48.9 ,-12.7 ,,,,
2021-01-08 02:00:00,32.9 ,11.7 ,20.6 ,7.9 ,11.0 ,702.8 ,0.3 ,46.7 ,-12.9 ,,,,
2021-01-08 03:00:00,39.9 ,24.4 ,25.3 ,13.6 ,3.0 ,705.5 ,0.3 ,49.2 ,-13.6 ,,,,
2021-01-08 04:00:00,38.7 ,18.4 ,29.9 ,14.3 ,11.0 ,659.0 ,0.2 ,43.3 ,-13.6 ,,,,
2021-01-08 05:00:00,37.6 ,20.9 ,31.0 ,15.9 ,21.0 ,652.5 ,0.2 ,42.1 ,-13.7 ,,,,
2021-01-08 06:00:00,70.8 ,23.0 ,26.2 ,15.5 ,21.0 ,649.5 ,0.2 ,47.5 ,-13.8 ,,,,
2021-01-08 07:00:00,46.7 ,25.5 ,36.4 ,16.6 ,6.0 ,686.7 ,0.2 ,54.7 ,-14.3 ,,,,
2021-01-08 08:00:00,89.2 ,53.6 ,60.7 ,29.0 ,7.0 ,639.7 ,0.5 ,49.4 ,-12.5 ,,,,
2021-01-08 09:00:00,81.7 ,66.3 ,54.5 ,36.1 ,14.0 ,566.7 ,0.4 ,39.0 ,-9.6 ,,,,
2021-01-08 10:00:00,95.0 ,43.4 ,59.1 ,40.2 ,19.0 ,603.0 ,0.5 ,30.9 ,-5.9 ,,,,
2021-01-08 11:00:00,45.0 ,21.4 ,34.3 ,17.8 ,8.0 ,579.8 ,0.7 ,27.7 ,-3.4 ,,,,
2021-01-08 12:00:00,31.6 ,11.6 ,24.3 ,12.2 ,25.0 ,537.5 ,0.7 ,25.5 ,-2.2 ,,,,
2021-01-08 14:00:00,34.7 ,12.4 ,30.0 ,11.9 ,13.0 ,532.8 ,0.2 ,23.6 ,-1.3 ,,,,
2021-01-08 15:00:00,39.3 ,16.0 ,28.3 ,11.1 ,15.0 ,510.5 ,0.1 ,24.6 ,-1.4 ,,,,
2021-01-08 16:00:00,37.9 ,12.4 ,29.1 ,11.6 ,7.0 ,488.0 ,0.0 ,22.8 ,-2.1 ,,,,
2021-01-08 17:00:00,61.4 ,16.4 ,35.8 ,16.2 ,8.0 ,533.8 ,0.0 ,30.9 ,-4.6 ,,,,
2021-01-08 18:00:00,51.8 ,27.9 ,33.0 ,24.4 ,10.0 ,616.3 ,0.1 ,35.9 ,-5.5 ,,,,
2021-01-08 19:00:00,75.5 ,57.3 ,55.7 ,43.3 ,7.0 ,608.3 ,0.2 ,33.3 ,-5.7 ,,,,
2021-01-08 20:00:00,65.8 ,46.5 ,48.3 ,33.1 ,19.0 ,690.8 ,0.3 ,45.2 ,-6.0 ,,,,
2021-01-08 21:00:00,56.4 ,28.1 ,43.7 ,23.1 ,16.0 ,701.7 ,0.6 ,45.4 ,-6.4 ,,,,
2021-01-08 22:00:00,48.1 ,27.0 ,34.4 ,24.4 ,13.0 ,704.8 ,0.6 ,44.6 ,-6.4 ,,,,
2021-01-08 23:00:00,50.7 ,26.9 ,29.2 ,18.6 ,11.0 ,682.5 ,0.6 ,47.5 ,-6.7 ,,,,
2021-01-09 00:00:00,56.0 ,20.4 ,26.0 ,14.7 ,22.0 ,710.9 ,0.6 ,52.8 ,-7.9 ,,,,
2021-01-09 01:00:00,44.2 ,16.8 ,25.9 ,13.6 ,12.0 ,735.0 ,0.6 ,50.7 ,-7.8 ,,,,
2021-01-09 02:00:00,39.0 ,11.5 ,24.3 ,8.8 ,13.0 ,728.0 ,0.6 ,51.7 ,-7.8 ,,,,
2021-01-09 03:00:00,40.8 ,13.9 ,29.7 ,10.6 ,2.0 ,692.7 ,0.6 ,51.9 ,-9.0 ,,,,
2021-01-09 04:00:00,40.2 ,20.3 ,29.7 ,15.2 ,17.0 ,733.7 ,0.5 ,52.0 ,-9.3 ,,,,
2021-01-09 05:00:00,36.7 ,12.9 ,28.4 ,11.3 ,19.0 ,692.3 ,0.4 ,49.0 ,-9.2 ,,,,
2021-01-09 06:00:00,43.0 ,30.0 ,35.6 ,23.9 ,12.0 ,585.5 ,0.4 ,44.4 ,-9.2 ,,,,
2021-01-09 07:00:00,73.9 ,72.7 ,64.7 ,52.5 ,11.0 ,629.8 ,0.3 ,47.0 ,-10.2 ,,,,
2021-01-09 08:00:00,97.6 ,104.0 ,81.4 ,68.0 ,32.0 ,612.2 ,0.4 ,45.5 ,-8.8 ,,,,
2021-01-09 10:00:00,97.5 ,77.5 ,88.0 ,70.7 ,60.0 ,556.3 ,0.3 ,31.0 ,-2.1 ,,,,
2021-01-09 11:00:00,77.9 ,64.1 ,51.0 ,62.8 ,40.0 ,525.8 ,0.3 ,26.2 ,0.1 ,,,,
2021-01-09 12:00:00,50.1 ,40.5 ,48.7 ,39.0 ,46.0 ,491.5 ,0.0 ,23.6 ,1.7 ,,,,
2021-01-09 13:00:00,44.8 ,18.7 ,41.9 ,18.9 ,43.0 ,505.8 ,0.0 ,22.5 ,3.0 ,,,,
2021-01-09 14:00:00,49.6 ,19.0 ,47.4 ,16.9 ,12.0 ,544.5 ,0.1 ,23.7 ,3.7 ,,,,
2021-01-09 15:00:00,54.3 ,19.3 ,46.7 ,17.2 ,13.0 ,540.3 ,0.1 ,24.1 ,3.2 ,,,,
2021-01-09 16:00:00,65.0 ,23.0 ,45.8 ,18.5 ,17.0 ,495.7 ,0.0 ,23.2 ,2.4 ,,,,
2021-01-09 17:00:00,90.3 ,43.8 ,75.6 ,39.7 ,10.0 ,656.3 ,0.1 ,29.5 ,-0.3 ,,,,
2021-01-09 18:00:00,115.9 ,59.7 ,82.7 ,49.3 ,12.0 ,719.7 ,0.2 ,34.5 ,-1.1 ,,,,
2021-01-09 19:00:00,101.9 ,88.6 ,90.4 ,78.4 ,18.0 ,712.3 ,0.3 ,33.4 ,-1.6 ,,,,
2021-01-09 20:00:00,118.9 ,104.8 ,87.5 ,85.1 ,32.0 ,734.2 ,0.6 ,40.6 ,-2.1 ,,,,
2021-01-09 21:00:00,120.5 ,109.2 ,114.0 ,90.6 ,29.0 ,777.2 ,0.7 ,44.4 ,-3.3 ,,,,
2021-01-09 23:00:00,97.4 ,101.0 ,82.2 ,79.1 ,61.0 ,715.8 ,0.8 ,48.4 ,-4.7 ,,,,
2021-01-10 00:00:00,74.2 ,47.3 ,45.9 ,35.5 ,63.0 ,667.0 ,0.8 ,48.6 ,-5.0 ,,,,
2021-01-10 01:00:00,35.9 ,5.7 ,22.8 ,5.9 ,53.0 ,636.2 ,0.8 ,38.9 ,-2.7 ,,,,
2021-01-10 02:00:00,35.9 ,4.7 ,19.3 ,5.4 ,22.0 ,643.8 ,0.7 ,38.5 ,-2.6 ,,,,
2021-01-10 03:00:00,30.4 ,5.6 ,17.4 ,6.1 ,15.0 ,662.8 ,0.6 ,39.5 ,-2.6 ,,,,
2021-01-10 04:00:00,34.8 ,5.9 ,19.9 ,5.8 ,12.0 ,635.3 ,0.6 ,39.6 ,-2.8 ,,,,
2021-01-10 05:00:00,27.6 ,4.7 ,13.7 ,5.2 ,6.0 ,627.5 ,0.5 ,40.7 ,-3.2 ,,,,
2021-01-10 06:00:00,24.0 ,5.2 ,15.0 ,5.9 ,4.0 ,643.8 ,0.4 ,41.1 ,-3.6 ,,,,
2021-01-10 07:00:00,36.3 ,10.4 ,22.6 ,9.4 ,2.0 ,668.5 ,0.5 ,45.2 ,-3.9 ,,,,
2021-01-10 08:00:00,48.8 ,25.8 ,29.1 ,13.5 ,7.0 ,600.8 ,0.9 ,40.2 ,-2.3 ,,,,
2021-01-10 09:00:00,46.6 ,14.4 ,20.7 ,9.0 ,7.0 ,540.2 ,0.5 ,33.6 ,-0.3 ,,,,
2021-01-10 10:00:00,41.6 ,10.7 ,17.2 ,6.7 ,2.0 ,527.8 ,0.2 ,26.7 ,1.7 ,,,,
2021-01-10 11:00:00,24.1 ,6.5 ,15.5 ,6.9 ,4.0 ,518.8 ,0.2 ,23.3 ,3.9 ,,,,
2021-01-10 15:00:00,32.8 ,9.8 ,16.3 ,9.0 ,3.0 ,505.7 ,0.1 ,21.8 ,4.2 ,,,,
2021-01-10 16:00:00,65.3 ,15.8 ,22.3 ,9.2 ,9.0 ,577.8 ,0.3 ,24.6 ,3.3 ,,,,
2021-01-10 17:00:00,74.1 ,18.1 ,31.5 ,12.9 ,7.0 ,829.7 ,1.0 ,35.6 ,1.8 ,,,,
2021-01-10 18:00:00,191.7 ,58.3 ,98.0 ,37.4 ,16.0 ,824.5 ,0.9 ,38.4 ,0.7 ,,,,
2021-01-10 19:00:00,216.2 ,150.8 ,137.0 ,96.6 ,9.0 ,804.0 ,1.1 ,41.7 ,0.1 ,,,,
2021-01-10 20:00:00,104.8 ,105.7 ,111.8 ,91.2 ,16.0 ,728.3 ,0.9 ,41.1 ,0.0 ,,,,
2021-01-10 21:00:00,145.2 ,106.4 ,144.0 ,101.6 ,23.0 ,629.0 ,0.3 ,36.7 ,0.2 ,,,,
2021-01-10 22:00:00,191.2 ,144.7 ,169.1 ,126.0 ,32.0 ,645.8 ,0.2 ,39.2 ,0.2 ,,,,
2021-01-10 23:00:00,170.6 ,157.6 ,163.6 ,138.4 ,24.0 ,638.3 ,0.3 ,35.1 ,-0.1 ,,,,
2021-01-11 00:00:00,215.7 ,171.4 ,213.8 ,150.7 ,31.0 ,563.2 ,0.2 ,34.0 ,-0.5 ,,,,
2021-01-11 01:00:00,130.2 ,103.0 ,171.5 ,99.2 ,28.0 ,576.0 ,0.2 ,33.6 ,-0.4 ,,,,
2021-01-11 02:00:00,88.6 ,75.4 ,75.5 ,70.3 ,27.0 ,592.0 ,0.2 ,35.3 ,-0.5 ,,,,
2021-01-11 03:00:00,91.1 ,88.2 ,85.9 ,73.9 ,54.0 ,584.8 ,0.2 ,35.9 ,-0.4 ,,,,
2021-01-11 06:00:00,133.8 ,134.7 ,223.0 ,110.0 ,54.0 ,767.8 ,0.7 ,46.6 ,-1.5 ,,,,
2021-01-11 07:00:00,314.4 ,161.4 ,165.8 ,113.5 ,49.0 ,777.8 ,1.0 ,50.8 ,-2.4 ,,,,
2021-01-11 08:00:00,122.6 ,88.0 ,79.9 ,47.4 ,47.0 ,693.8 ,1.1 ,46.2 ,-1.6 ,,,,
2021-01-11 09:00:00,118.9 ,26.9 ,72.7 ,22.8 ,36.0 ,565.2 ,0.4 ,28.7 ,1.7 ,,,,
2021-01-11 10:00:00,110.6 ,22.3 ,79.4 ,18.1 ,27.0 ,533.5 ,0.1 ,25.5 ,2.2 ,,,,
2021-01-11 11:00:00,94.8 ,13.8 ,79.7 ,14.9 ,38.0 ,525.5 ,0.0 ,22.7 ,3.2 ,,,,
2021-01-11 12:00:00,81.9 ,12.7 ,67.8 ,14.2 ,22.0 ,512.0 ,0.1 ,21.9 ,4.3 ,,,,
2021-01-11 13:00:00,83.4 ,16.3 ,63.6 ,15.0 ,13.0 ,516.3 ,0.1 ,21.6 ,4.9 ,,,,
2021-01-11 14:00:00,77.6 ,15.8 ,73.5 ,15.1 ,17.0 ,519.8 ,0.3 ,22.5 ,5.3 ,,,,
2021-01-11 15:00:00,78.6 ,22.0 ,65.6 ,20.8 ,23.0 ,537.8 ,0.2 ,22.3 ,4.8 ,,,,
2021-01-11 16:00:00,89.2 ,42.8 ,66.9 ,39.5 ,15.0 ,498.3 ,0.3 ,23.5 ,3.3 ,,,,
2021-01-11 17:00:00,130.8 ,57.4 ,105.0 ,57.1 ,13.0 ,534.0 ,0.2 ,34.5 ,1.3 ,,,,
2021-01-11 18:00:00,177.4 ,95.9 ,159.3 ,86.8 ,20.0 ,572.3 ,0.1 ,27.9 ,0.7 ,,,,
2021-01-11 19:00:00,187.2 ,90.1 ,158.8 ,80.8 ,27.0 ,564.2 ,0.2 ,28.2 ,-0.2 ,,,,
2021-01-11 20:00:00,195.4 ,67.9 ,142.6 ,65.8 ,36.0 ,579.7 ,0.3 ,29.7 ,-0.6 ,,,,
2021-01-11 21:00:00,155.7 ,56.5 ,122.0 ,53.0 ,37.0 ,578.8 ,0.4 ,31.5 ,-0.9 ,,,,
2021-01-11 22:00:00,164.3 ,54.6 ,133.1 ,52.1 ,45.0 ,590.7 ,0.4 ,31.3 ,-1.3 ,,,,
2021-01-11 23:00:00,210.9 ,55.4 ,156.6 ,54.4 ,40.0 ,565.5 ,0.2 ,31.4 ,-1.6 ,,,,
2021-01-12 00:00:00,204.7 ,53.7 ,159.0 ,53.4 ,42.0 ,472.7 ,0.1 ,28.2 ,-2.5 ,,,,
2021-01-13 10:00:00,147.7 ,10.0 ,113.8 ,10.3 ,26.0 ,595.0 ,0.8 ,25.3 ,9.4 ,,,,
2021-01-13 11:00:00,125.9 ,7.0 ,87.0 ,9.4 ,22.0 ,499.2 ,0.4 ,21.4 ,10.8 ,,,,
2021-01-13 12:00:00,142.1 ,8.0 ,105.6 ,11.0 ,30.0 ,520.3 ,0.4 ,20.4 ,11.4 ,,,,
2021-01-13 13:00:00,158.2 ,11.3 ,139.5 ,14.1 ,23.0 ,526.2 ,0.6 ,20.9 ,11.5 ,,,,
2021-01-13 14:00:00,214.5 ,15.6 ,208.5 ,15.1 ,22.0 ,504.5 ,0.4 ,20.6 ,11.0 ,,,,
2021-01-13 15:00:00,338.6 ,21.5 ,329.9 ,15.2 ,30.0 ,529.8 ,0.8 ,22.4 ,10.6 ,,,,
2021-01-14 01:00:00,193.0 ,55.5 ,184.3 ,57.9 ,39.0 ,661.7 ,2.1 ,75.8 ,1.6 ,,,,
2021-01-14 02:00:00,141.2 ,57.5 ,129.0 ,61.7 ,34.0 ,694.0 ,1.4 ,77.1 ,1.0 ,,,,
2021-01-14 03:00:00,130.6 ,57.2 ,114.8 ,62.2 ,34.0 ,646.3 ,1.3 ,77.6 ,0.1 ,,,,
2021-01-14 04:00:00,112.9 ,40.5 ,103.1 ,41.9 ,27.0 ,620.2 ,1.0 ,75.6 ,-0.5 ,,,,
2021-01-14 05:00:00,104.1 ,50.9 ,96.2 ,51.0 ,28.0 ,636.5 ,0.9 ,75.9 ,-0.9 ,,,,
2021-01-14 06:00:00,105.2 ,56.6 ,90.2 ,57.3 ,20.0 ,598.7 ,0.7 ,75.5 ,-1.5 ,,,,
2021-01-14 07:00:00,107.0 ,78.6 ,87.6 ,73.9 ,25.0 ,586.8 ,0.8 ,75.3 ,-1.5 ,,,,
2021-01-14 08:00:00,111.5 ,97.3 ,94.0 ,81.8 ,50.0 ,572.7 ,0.8 ,74.3 ,-1.2 ,,,,
2021-01-14 09:00:00,108.5 ,85.1 ,94.7 ,81.7 ,34.0 ,590.2 ,0.6 ,73.4 ,-0.3 ,,,,
2021-01-14 10:00:00,102.9 ,77.1 ,97.2 ,76.6 ,51.0 ,571.0 ,0.6 ,68.6 ,1.8 ,,,,
2021-01-14 11:00:00,122.0 ,77.1 ,112.8 ,78.4 ,51.0 ,545.8 ,0.6 ,66.8 ,2.9 ,,,,
2021-01-14 12:00:00,150.2 ,82.9 ,142.1 ,83.3 ,41.0 ,587.5 ,0.9 ,64.5 ,4.6 ,,,,
2021-01-14 17:00:00,213.3 ,91.9 ,199.9 ,93.1 ,60.0 ,684.2 ,1.5 ,71.0 ,4.2 ,,,,
2021-01-14 18:00:00,219.3 ,99.8 ,210.3 ,102.1 ,59.0 ,720.7 ,1.6 ,72.5 ,4.0 ,,,,
2021-01-14 19:00:00,217.7 ,111.4 ,197.0 ,109.8 ,63.0 ,715.8 ,1.3 ,73.6 ,3.7 ,,,,
2021-01-14 20:00:00,151.1 ,108.4 ,150.2 ,115.1 ,63.0 ,717.2 ,1.4 ,72.4 ,3.7 ,,,,
2021-01-14 21:00:00,139.1 ,110.8 ,136.3 ,112.0 ,56.0 ,754.7 ,1.2 ,70.9 ,3.1 ,,,,
2021-01-14 22:00:00,142.6 ,115.8 ,138.4 ,109.8 ,57.0 ,772.8 ,1.3 ,73.3 ,2.3 ,,,,
2021-01-14 23:00:00,148.8 ,112.2 ,149.3 ,107.3 ,46.0 ,748.5 ,1.4 ,75.7 ,1.7 ,,,,
2021-01-15 00:00:00,152.7 ,120.5 ,164.7 ,112.3 ,50.0 ,687.7 ,1.1 ,78.2 ,0.2 ,,,,
2021-01-15 01:00:00,146.2 ,112.5 ,150.1 ,106.5 ,54.0 ,707.2 ,0.8 ,76.0 ,-0.1 ,,,,
2021-01-15 02:00:00,143.5 ,96.0 ,135.8 ,91.7 ,56.0 ,733.7 ,0.7 ,75.2 ,-0.1 ,,,,
2021-01-15 03:00:00,148.3 ,91.8 ,140.6 ,89.4 ,63.0 ,687.0 ,0.5 ,73.3 ,0.1 ,,,,
2021-01-15 04:00:00,151.0 ,93.9 ,141.5 ,88.1 ,54.0 ,686.2 ,0.5 ,73.7 ,0.4 ,,,,
2021-01-15 05:00:00,154.2 ,99.0 ,151.2 ,95.6 ,58.0 ,688.0 ,0.5 ,72.8 ,0.3 ,,,,
2021-01-15 06:00:00,165.7 ,104.4 ,157.9 ,100.0 ,67.0 ,721.8 ,0.7 ,73.8 ,0.2 ,,,,
2021-01-15 07:00:00,290.8 ,95.6 ,221.3 ,73.0 ,65.0 ,704.5 ,0.7 ,67.0 ,0.7 ,,,,
2021-01-15 08:00:00,417.8 ,46.3 ,267.6 ,53.9 ,54.0 ,543.5 ,0.1 ,51.5 ,1.2 ,,,,
